name,team_name,game_date,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,dribbles,touch_time,defender_name,defender_distance,defender_height,isClutch,year
Avery Bradley,Boston Celtics,2015-01-23,25,1,Jump Shot,2PT Field Goal,19,0,0.8,"Nelson, Jameer",3.7,72.0,1,2015
Gerald Henderson,Charlotte Hornets,2015-01-24,23,0,Jump Shot,2PT Field Goal,16,3,3.4,"Thomas, Lance",3.7,80.0,1,2015
John Wall,Washington Wizards,2015-01-21,2,0,Jump Shot,2PT Field Goal,19,29,22.0,"Roberson, Andre",4.1,79.0,1,2015
Paul Pierce,Washington Wizards,2015-01-25,0,0,Jump Shot,2PT Field Goal,19,0,0.7,"Faried, Kenneth",2.5,80.0,1,2015
Brook Lopez,Brooklyn Nets,2015-01-30,0,0,Jump Shot,2PT Field Goal,21,0,0.7,"Ross, Terrence",7.9,78.0,1,2015
Evan Turner,Boston Celtics,2015-03-22,0,0,Jump Shot,2PT Field Goal,10,17,15.9,"Jackson, Reggie",3.5,75.0,1,2015
Kyle Lowry,Toronto Raptors,2014-11-05,8,1,Jump Shot,2PT Field Goal,18,28,19.6,"Bradley, Avery",3.9,75.0,1,2015
Luc Mbah a Moute,Philadelphia 76ers,2015-03-11,1,0,Jump Shot,2PT Field Goal,16,0,0.9,"Mirotic, Nikola",5.2,82.0,1,2015
Rodney Stuckey,Indiana Pacers,2014-12-17,18,0,Jump Shot,2PT Field Goal,10,5,6.4,"Redick, JJ",3.2,75.0,1,2015
Ty Lawson,Denver Nuggets,2015-01-25,27,0,Jump Shot,2PT Field Goal,14,16,10.4,"Wall, John",3.7,76.0,1,2015
Anthony Davis,New Orleans Pelicans,2015-03-15,12,1,Jump Shot,2PT Field Goal,20,0,6.9,"Faried, Kenneth",3.3,80.0,1,2015
Chris Paul,Los Angeles Clippers,2015-02-19,8,1,Jump Shot,2PT Field Goal,16,24,21.2,"Ginobili, Manu",4.3,78.0,1,2015
Paul Millsap,Atlanta Hawks,2014-11-07,1,0,Jump Shot,2PT Field Goal,17,2,5.7,"Williams, Marvin",1.9,80.0,1,2015
Kobe Bryant,Los Angeles Lakers,2014-12-19,2,0,Jump Shot,2PT Field Goal,16,3,3.8,"Roberson, Andre",0.8,79.0,1,2015
Rudy Gay,Sacramento Kings,2014-12-11,1,0,Jump Shot,2PT Field Goal,17,6,16.8,"Ariza, Trevor",3.8,80.0,1,2015
Ty Lawson,Denver Nuggets,2014-12-17,21,0,Jump Shot,2PT Field Goal,17,1,1.6,"Ariza, Trevor",4.3,80.0,1,2015
Damian Lillard,Portland Trail Blazers,2015-01-21,18,0,Jump Shot,2PT Field Goal,20,0,0.6,"Morris, Markieff",5.2,80.0,1,2015
Jordan Hill,Los Angeles Lakers,2014-11-11,28,0,Jump Shot,2PT Field Goal,20,0,1.0,"Gasol, Marc",5.3,83.0,1,2015
Carmelo Anthony,New York Knicks,2014-12-05,4,0,Jump Shot,2PT Field Goal,19,1,2.7,"Jefferson, Al",4.2,82.0,1,2015
Brandon Knight,Milwaukee Bucks,2015-01-22,2,0,Jump Shot,2PT Field Goal,19,0,0.8,"Booker, Trevor",7.9,80.0,1,2015
Kevin Durant,Oklahoma City Thunder,2015-02-06,9,0,Jump Shot,2PT Field Goal,19,1,1.7,"Davis, Anthony",5.9,82.0,1,2015
Kyle Lowry,Toronto Raptors,2014-12-09,25,0,Jump Shot,2PT Field Goal,12,11,11.4,"Thompson, Tristan",2.5,81.0,1,2015
Kemba Walker,Charlotte Hornets,2014-12-29,26,0,Jump Shot,2PT Field Goal,16,16,13.0,"Knight, Brandon",3.2,74.0,1,2015
David West,Indiana Pacers,2014-12-05,2,0,Jump Shot,2PT Field Goal,16,0,1.2,"Gay, Rudy",0.8,80.0,1,2015
Russell Westbrook,Oklahoma City Thunder,2014-12-19,11,0,Jump Shot,2PT Field Goal,18,20,17.5,"Ellington, Wayne",3.1,76.0,1,2015
Brandon Knight,Milwaukee Bucks,2014-12-20,30,0,Jump Shot,2PT Field Goal,20,8,7.3,"Griffin, Blake",3.8,81.0,1,2015
Jeff Green,Boston Celtics,2014-12-02,16,0,Jump Shot,2PT Field Goal,15,3,3.2,"Millsap, Paul",6.2,79.0,1,2015
Iman Shumpert,New York Knicks,2014-11-02,20,0,Jump Shot,2PT Field Goal,21,13,12.9,"Williams, Marvin",4.1,80.0,1,2015
John Wall,Washington Wizards,2015-04-14,0,0,Jump Shot,2PT Field Goal,12,3,4.0,"Hill, George",2.0,75.0,1,2015
Russell Westbrook,Oklahoma City Thunder,2015-03-05,4,0,Jump Shot,2PT Field Goal,22,24,22.5,"Mirotic, Nikola",0.6,82.0,1,2015
Kobe Bryant,Los Angeles Lakers,2014-11-23,0,0,Jump Shot,2PT Field Goal,19,1,8.6,"Chandler, Wilson",4.1,80.0,1,2015
Gordon Hayward,Utah Jazz,2014-11-05,0,1,Jump Shot,2PT Field Goal,20,2,2.3,"Thompson, Tristan",5.1,81.0,1,2015
Markieff Morris,Phoenix Suns,2015-02-02,1,0,Jump Shot,2PT Field Goal,16,0,0.8,"Gasol, Marc",3.7,83.0,1,2015
James Harden,Houston Rockets,2014-12-11,0,0,Jump Shot,2PT Field Goal,19,0,0.5,"McLemore, Ben",2.9,75.0,1,2015
Rodney Stuckey,Indiana Pacers,2014-11-19,1,0,Jump Shot,2PT Field Goal,17,9,15.5,"Stephenson, Lance",4.3,78.0,1,2015
Jae Crowder,Boston Celtics,2015-04-14,0,1,Jump Shot,2PT Field Goal,19,0,0.4,"Lowry, Kyle",2.8,72.0,1,2015
Tyreke Evans,New Orleans Pelicans,2015-02-23,16,0,Jump Shot,2PT Field Goal,18,17,15.1,"Lowry, Kyle",3.5,72.0,1,2015
Kevin Martin,Minnesota Timberwolves,2014-11-07,0,0,Jump Shot,2PT Field Goal,17,0,0.8,"Fournier, Evan",2.2,79.0,1,2015
John Wall,Washington Wizards,2015-04-14,6,0,Jump Shot,2PT Field Goal,18,6,5.6,"Hill, George",5.5,75.0,1,2015
Kobe Bryant,Los Angeles Lakers,2014-12-14,29,0,Jump Shot,2PT Field Goal,21,20,18.5,"Wiggins, Andrew",1.9,79.0,1,2015
Paul Millsap,Atlanta Hawks,2014-12-02,25,0,Jump Shot,2PT Field Goal,13,4,3.5,"Bradley, Avery",2.0,75.0,1,2015
Chase Budinger,Minnesota Timberwolves,2014-12-05,0,0,Jump Shot,2PT Field Goal,21,0,0.7,"Terry, Jason",1.6,74.0,1,2015
Jae Crowder,Boston Celtics,2015-02-07,2,0,Jump Shot,2PT Field Goal,18,2,1.3,"Bayless, Jerryd",1.8,75.0,1,2015
Stephen Curry,Golden State Warriors,2015-02-11,17,0,Jump Shot,2PT Field Goal,21,14,14.9,"Rubio, Ricky",4.4,75.0,1,2015
Nick Young,Los Angeles Lakers,2015-01-05,23,0,Jump Shot,2PT Field Goal,19,13,10.9,"Batum, Nicolas",3.9,81.0,1,2015
John Wall,Washington Wizards,2014-11-05,26,0,Jump Shot,2PT Field Goal,17,3,4.2,"Hill, Solomon",3.3,78.0,1,2015
Rudy Gay,Sacramento Kings,2015-03-11,18,1,Jump Shot,2PT Field Goal,21,4,7.5,"Henderson, Gerald",5.1,77.0,1,2015
Isaiah Thomas,Phoenix Suns,2014-10-31,19,0,Jump Shot,2PT Field Goal,10,3,3.6,"Diaw, Boris",4.4,80.0,1,2015
Tony Parker,San Antonio Spurs,2015-03-12,6,0,Jump Shot,2PT Field Goal,18,31,21.4,"Jones, James",3.5,80.0,1,2015
George Hill,Indiana Pacers,2015-03-12,21,0,Jump Shot,3PT Field Goal,24,0,0.7,"Carter-Williams, Michael",4.7,77.0,1,2015
George Hill,Indiana Pacers,2015-03-12,21,0,Jump Shot,2PT Field Goal,19,3,2.3,"Carter-Williams, Michael",3.1,77.0,1,2015
Lou Williams,Toronto Raptors,2015-01-31,2,0,Jump Shot,2PT Field Goal,10,24,21.3,"Humphries, Kris",3.6,81.0,1,2015
Kevin Martin,Minnesota Timberwolves,2015-03-19,0,0,Jump Shot,2PT Field Goal,18,5,6.2,"Thomas, Lance",1.0,80.0,1,2015
Markieff Morris,Phoenix Suns,2014-12-15,3,1,Jump Shot,2PT Field Goal,13,0,0.6,"Pachulia, Zaza",5.8,83.0,1,2015
DeMarcus Cousins,Sacramento Kings,2014-12-18,0,0,Jump Shot,2PT Field Goal,14,3,3.4,"Pachulia, Zaza",6.0,83.0,1,2015
DeMarcus Cousins,Sacramento Kings,2015-02-08,0,1,Jump Shot,2PT Field Goal,19,1,2.0,"Morris, Markieff",3.6,80.0,1,2015
DeMar DeRozan,Toronto Raptors,2015-01-30,27,0,Jump Shot,2PT Field Goal,19,2,1.3,"Johnson, Joe",2.4,79.0,1,2015
Chris Paul,Los Angeles Clippers,2014-12-20,6,0,Jump Shot,2PT Field Goal,19,23,19.7,"Dudley, Jared",2.5,78.0,1,2015
Derrick Favors,Utah Jazz,2014-11-24,8,0,Jump Shot,2PT Field Goal,15,0,0.0,"Noah, Joakim",7.4,83.0,1,2015
Manu Ginobili,San Antonio Spurs,2014-10-28,27,0,Jump Shot,2PT Field Goal,17,7,8.1,"Chandler, Tyson",6.2,84.0,1,2015
Jimmy Butler,Chicago Bulls,2014-12-18,15,0,Jump Shot,2PT Field Goal,15,4,6.0,"Hardaway Jr., Tim",2.2,77.0,1,2015
Joe Johnson,Brooklyn Nets,2015-01-05,1,0,Jump Shot,2PT Field Goal,20,10,9.3,"Jefferson, Richard",2.8,79.0,1,2015
Jarrett Jack,Brooklyn Nets,2015-01-05,26,1,Jump Shot,2PT Field Goal,17,14,14.6,"Ellis, Monta",1.9,75.0,1,2015
Roy Hibbert,Indiana Pacers,2015-01-04,0,0,Jump Shot,2PT Field Goal,19,1,2.0,"Davis, Ed",2.1,81.0,1,2015
Jeff Green,Boston Celtics,2015-01-03,2,0,Jump Shot,3PT Field Goal,25,0,0.6,"Noah, Joakim",6.1,83.0,1,2015
Jarrett Jack,Brooklyn Nets,2014-12-26,27,1,Jump Shot,2PT Field Goal,12,11,10.6,"Smart, Marcus",2.0,75.0,1,2015
Rudy Gay,Sacramento Kings,2014-12-05,4,0,Jump Shot,2PT Field Goal,16,6,20.3,"Hill, Solomon",2.9,78.0,1,2015
Carmelo Anthony,New York Knicks,2014-12-27,0,0,Jump Shot,2PT Field Goal,22,0,0.5,"Gay, Rudy",4.0,80.0,1,2015
Dwyane Wade,Miami Heat,2014-12-29,0,0,Jump Shot,2PT Field Goal,19,5,4.5,"Payton, Elfrid",3.5,75.0,1,2015
Kyle Lowry,Toronto Raptors,2014-12-30,23,0,Jump Shot,2PT Field Goal,20,0,1.0,"Batum, Nicolas",7.2,81.0,1,2015
Victor Oladipo,Orlando Magic,2014-12-10,0,0,Jump Shot,2PT Field Goal,22,15,12.3,"Beal, Bradley",3.8,75.0,1,2015
DeMar DeRozan,Toronto Raptors,2015-02-11,12,1,Jump Shot,2PT Field Goal,16,3,3.5,"Pierce, Paul",1.8,79.0,1,2015
Jared Dudley,Milwaukee Bucks,2014-12-29,0,0,Jump Shot,2PT Field Goal,17,0,1.4,"Williams, Marvin",2.7,80.0,1,2015
Carmelo Anthony,New York Knicks,2014-10-30,25,1,Jump Shot,2PT Field Goal,16,0,3.5,"Dellavedova, Matthew",21.0,75.0,1,2015
Marc Gasol,Memphis Grizzlies,2014-12-26,0,0,Jump Shot,2PT Field Goal,16,0,0.4,"Beverley, Patrick",6.7,73.0,1,2015
Derrick Rose,Chicago Bulls,2015-01-01,24,1,Jump Shot,2PT Field Goal,21,13,11.9,"Afflalo, Arron",4.1,77.0,1,2015
Brandon Jennings,Detroit Pistons,2014-12-06,1,0,Jump Shot,2PT Field Goal,17,15,12.4,"Carter-Williams, Michael",3.7,77.0,1,2015
DeMar DeRozan,Toronto Raptors,2015-03-30,18,1,Pullup Jump shot,2PT Field Goal,17,11,17.4,"Harden, James",1.7,77.0,1,2015
Jarrett Jack,Brooklyn Nets,2015-02-02,1,1,Pullup Jump shot,2PT Field Goal,16,6,5.2,"Jordan, DeAndre",6.5,83.0,1,2015
Evan Turner,Boston Celtics,2015-04-04,12,1,Pullup Jump shot,2PT Field Goal,11,15,14.5,"DeRozan, DeMar",3.1,78.0,1,2015
Reggie Jackson,Detroit Pistons,2015-03-22,18,0,Pullup Jump shot,2PT Field Goal,18,23,18.5,"Bass, Brandon",4.0,80.0,1,2015
Chris Paul,Los Angeles Clippers,2015-02-02,25,0,Pullup Jump shot,2PT Field Goal,16,23,19.4,"Anderson, Alan",3.8,78.0,1,2015
Beno Udrih,Memphis Grizzlies,2015-01-17,8,1,Pullup Jump shot,2PT Field Goal,21,15,13.0,"Lillard, Damian",1.9,74.0,1,2015
Gordon Hayward,Utah Jazz,2015-03-04,1,1,Pullup Jump shot,2PT Field Goal,13,8,5.9,"Bass, Brandon",4.9,80.0,1,2015
Jeff Green,Boston Celtics,2014-12-26,17,0,Pullup Jump shot,2PT Field Goal,17,1,2.3,"Anderson, Alan",5.2,78.0,1,2015
Brandon Knight,Milwaukee Bucks,2014-11-04,22,1,Pullup Jump shot,2PT Field Goal,20,22,18.6,"Hibbert, Roy",5.9,86.0,1,2015
Victor Oladipo,Orlando Magic,2015-04-10,0,0,Running Jump Shot,2PT Field Goal,14,2,1.6,"Lowry, Kyle",3.1,72.0,1,2015
Tobias Harris,Orlando Magic,2014-12-13,0,1,Running Jump Shot,2PT Field Goal,14,3,2.4,"Carroll, DeMarre",3.0,78.0,1,2015
Kevin Martin,Minnesota Timberwolves,2015-02-28,19,0,Running Jump Shot,2PT Field Goal,14,1,4.3,"Conley, Mike",3.9,73.0,1,2015
Ty Lawson,Denver Nuggets,2014-12-26,19,0,Step Back Jump shot,2PT Field Goal,18,19,18.9,"Muhammad, Shabazz",5.1,78.0,1,2015
Reggie Jackson,Oklahoma City Thunder,2014-11-14,0,0,Step Back Jump shot,2PT Field Goal,15,5,10.0,"Caldwell-Pope, Kentavious",6.1,77.0,1,2015
JR Smith,New York Knicks,2014-11-26,0,1,Step Back Jump shot,2PT Field Goal,22,5,5.2,"Aminu, Al-Farouq",3.4,80.0,1,2015
Brandon Knight,Milwaukee Bucks,2014-12-03,8,1,Step Back Jump shot,2PT Field Goal,20,15,8.5,"Chandler, Tyson",4.0,84.0,1,2015
Dwyane Wade,Miami Heat,2014-12-29,25,0,Step Back Jump shot,2PT Field Goal,19,2,3.0,"Vucevic, Nikola",4.3,83.0,1,2015
Gordon Hayward,Utah Jazz,2015-04-04,18,0,Step Back Jump shot,2PT Field Goal,14,3,3.6,"Green, Gerald",6.3,79.0,1,2015
Kemba Walker,Charlotte Hornets,2015-01-07,23,1,Step Back Jump shot,2PT Field Goal,16,12,9.2,"Davis, Anthony",5.4,82.0,1,2015
Kyle Lowry,Toronto Raptors,2015-02-08,5,0,Step Back Jump shot,2PT Field Goal,21,22,23.8,"Ginobili, Manu",4.9,78.0,1,2015
LeBron James,Cleveland Cavaliers,2015-03-01,1,0,Step Back Jump shot,2PT Field Goal,23,6,20.0,"Ariza, Trevor",3.3,80.0,1,2015
Eric Gordon,New Orleans Pelicans,2015-01-18,22,0,Step Back Jump shot,2PT Field Goal,21,11,10.0,"Johnson, Amir",4.7,81.0,1,2015
James Harden,Houston Rockets,2015-01-28,20,0,Step Back Jump shot,2PT Field Goal,18,4,9.4,"Chandler, Tyson",3.8,84.0,1,2015
Tyreke Evans,New Orleans Pelicans,2014-12-31,0,0,Step Back Jump shot,3PT Field Goal,23,17,12.9,"Splitter, Tiago",6.4,83.0,1,2015
James Harden,Houston Rockets,2015-02-27,27,1,Step Back Jump shot,2PT Field Goal,13,0,0.0,"Brown, Markel",4.3,75.0,1,2015
Stephen Curry,Golden State Warriors,2015-03-16,11,0,Step Back Jump shot,2PT Field Goal,21,7,14.3,"Clarkson, Jordan",0.0,76.0,1,2015
Kevin Love,Cleveland Cavaliers,2015-01-02,23,1,Turnaround Jump Shot,2PT Field Goal,16,2,3.1,"Williams, Marvin",4.0,80.0,1,2015
Chandler Parsons,Dallas Mavericks,2015-04-01,13,1,Turnaround Jump Shot,2PT Field Goal,16,6,5.4,"Kanter, Enes",3.0,82.0,1,2015
Tim Duncan,San Antonio Spurs,2014-12-12,0,0,Turnaround Jump Shot,2PT Field Goal,16,0,0.7,"Hill, Jordan",3.5,82.0,1,2015
Paul Millsap,Atlanta Hawks,2015-11-18,15,1,Driving Floating Jump Shot,2PT Field Goal,11,1,6.0,"Gay, Rudy",2.4,80.0,1,2016
Dirk Nowitzki,Dallas Mavericks,2016-01-05,24,1,Driving Floating Jump Shot,2PT Field Goal,10,2,3.4,"Curry, Seth",3.6,74.0,1,2016
Danilo Gallinari,Denver Nuggets,2016-01-10,18,0,Fadeaway Bank shot,2PT Field Goal,20,5,7.5,"Zeller, Cody",1.5,84.0,1,2016
Khris Middleton,Milwaukee Bucks,2015-11-11,0,0,Fadeaway Jump Shot,2PT Field Goal,19,2,2.0,"Faried, Kenneth",1.3,80.0,1,2016
LeBron James,Cleveland Cavaliers,2015-12-04,0,0,Fadeaway Jump Shot,2PT Field Goal,18,7,5.5,"Cunningham, Dante",4.4,80.0,1,2016
Tobias Harris,Orlando Magic,2015-12-05,12,0,Jump Bank Shot,2PT Field Goal,13,2,6.0,"Johnson, Wesley",2.3,79.0,1,2016
Alec Burks,Utah Jazz,2015-10-28,9,0,Jump Shot,2PT Field Goal,13,2,3.8,"Jackson, Reggie",3.0,75.0,1,2016
Kevin Martin,Minnesota Timberwolves,2015-10-28,8,0,Jump Shot,2PT Field Goal,21,2,3.1,"Clarkson, Jordan",3.6,76.0,1,2016
Anthony Davis,New Orleans Pelicans,2015-12-25,1,0,Jump Shot,2PT Field Goal,20,1,1.5,"Bosh, Chris",6.2,83.0,1,2016
Jarrett Jack,Brooklyn Nets,2015-12-30,22,0,Jump Shot,2PT Field Goal,19,0,1.3,"Oladipo, Victor",2.7,76.0,1,2016
Rajon Rondo,Sacramento Kings,2016-01-14,8,0,Jump Shot,2PT Field Goal,20,3,7.6,"Hood, Rodney",7.8,80.0,1,2016
Dwyane Wade,Miami Heat,2015-12-13,21,1,Jump Shot,2PT Field Goal,18,11,12.2,"Lee, Courtney",4.1,77.0,1,2016
Avery Bradley,Boston Celtics,2015-12-12,22,0,Jump Shot,2PT Field Goal,18,0,0.8,"Lin, Jeremy",2.7,75.0,1,2016
Manu Ginobili,San Antonio Spurs,2015-12-05,18,0,Jump Shot,2PT Field Goal,17,0,0.8,"Turner, Evan",3.9,78.0,1,2016
Kemba Walker,Charlotte Hornets,2015-12-05,28,1,Jump Shot,2PT Field Goal,19,14,14.8,"Mirotic, Nikola",4.9,82.0,1,2016
Andre Iguodala,Golden State Warriors,2016-01-02,9,0,Jump Shot,2PT Field Goal,16,1,1.8,"Barton, Will",4.3,77.0,1,2016
Mario Chalmers,Memphis Grizzlies,2016-01-14,0,1,Jump Shot,2PT Field Goal,14,0,0.9,"Baynes, Aron",0.3,82.0,1,2016
Chris Paul,Los Angeles Clippers,2016-01-10,27,0,Jump Shot,2PT Field Goal,19,16,13.5,"Cunningham, Dante",3.8,80.0,1,2016
Victor Oladipo,Orlando Magic,2015-12-05,4,0,Jump Shot,2PT Field Goal,21,2,2.7,"Jordan, DeAndre",4.8,83.0,1,2016
Isaiah Thomas,Boston Celtics,2016-01-10,30,0,Jump Shot,2PT Field Goal,22,0,0.6,"Green, Jeff",6.9,80.0,1,2016
Derrick Favors,Utah Jazz,2015-11-15,12,0,Jump Shot,2PT Field Goal,19,0,1.2,"Korver, Kyle",11.2,79.0,1,2016
Lance Thomas,New York Knicks,2015-11-29,18,0,Jump Shot,2PT Field Goal,22,3,4.2,"Howard, Dwight",5.7,82.0,1,2016
Reggie Jackson,Detroit Pistons,2015-10-30,23,0,Jump Shot,2PT Field Goal,20,13,10.7,"Snell, Tony",6.1,78.0,1,2016
Jameer Nelson,Denver Nuggets,2016-01-15,1,0,Jump Shot,2PT Field Goal,22,6,5.1,"Udrih, Beno",2.7,75.0,1,2016
Derrick Rose,Chicago Bulls,2015-12-18,0,0,Jump Shot,2PT Field Goal,18,15,16.6,"Jackson, Reggie",5.0,75.0,1,2016
Reggie Jackson,Detroit Pistons,2015-12-14,1,0,Jump Shot,2PT Field Goal,20,20,18.0,"Griffin, Blake",4.1,81.0,1,2016
Marco Belinelli,Sacramento Kings,2015-11-23,7,1,Jump Shot,2PT Field Goal,17,0,0.7,"Lin, Jeremy",2.3,75.0,1,2016
Eric Bledsoe,Phoenix Suns,2015-12-06,0,0,Jump Shot,2PT Field Goal,22,0,0.5,"Lee, Courtney",2.3,77.0,1,2016
Al Horford,Atlanta Hawks,2015-12-20,15,0,Jump Shot,2PT Field Goal,21,0,0.8,"Payton, Elfrid",5.4,75.0,1,2016
Archie Goodwin,Phoenix Suns,2016-01-23,24,0,Jump Shot,2PT Field Goal,10,3,3.4,"Bazemore, Kent",1.8,76.0,1,2016
Monta Ellis,Indiana Pacers,2016-01-04,16,1,Jump Shot,2PT Field Goal,19,7,7.0,"Bosh, Chris",4.8,83.0,1,2016
Dwyane Wade,Miami Heat,2016-01-04,24,0,Jump Shot,2PT Field Goal,19,7,6.9,"George, Paul",3.5,80.0,1,2016
Chris Bosh,Miami Heat,2016-01-15,18,0,Jump Shot,2PT Field Goal,18,1,6.7,"Gallinari, Danilo",3.8,82.0,1,2016
Andrew Wiggins,Minnesota Timberwolves,2015-11-07,0,0,Jump Shot,2PT Field Goal,18,2,3.3,"Gibson, Taj",2.6,81.0,1,2016
Derrick Rose,Chicago Bulls,2015-10-30,2,0,Jump Shot,2PT Field Goal,22,22,20.1,"Caldwell-Pope, Kentavious",3.4,77.0,1,2016
Khris Middleton,Milwaukee Bucks,2015-12-31,24,0,Jump Shot,2PT Field Goal,21,19,16.0,"Hill, Solomon",3.4,78.0,1,2016
James Harden,Houston Rockets,2015-11-29,0,0,Jump Shot,2PT Field Goal,19,17,17.4,"Afflalo, Arron",4.6,77.0,1,2016
Carmelo Anthony,New York Knicks,2015-10-31,30,0,Jump Shot,2PT Field Goal,13,22,16.9,"Beal, Bradley",1.2,75.0,1,2016
Stephen Curry,Golden State Warriors,2015-11-30,16,0,Jump Shot,2PT Field Goal,23,21,18.2,"Favors, Derrick",4.3,81.0,1,2016
Blake Griffin,Los Angeles Clippers,2015-11-14,17,1,Jump Shot,2PT Field Goal,19,0,0.8,"Ilyasova, Ersan",5.9,81.0,1,2016
Deron Williams,Dallas Mavericks,2016-01-22,9,0,Jump Shot,2PT Field Goal,19,8,6.1,"Ibaka, Serge",3.9,84.0,1,2016
Carmelo Anthony,New York Knicks,2015-11-11,3,0,Jump Shot,2PT Field Goal,19,3,5.8,"Williams, Marvin",4.8,80.0,1,2016
Kemba Walker,Charlotte Hornets,2015-11-01,0,0,Jump Shot,2PT Field Goal,16,3,3.4,"Bazemore, Kent",5.3,76.0,1,2016
Chris Paul,Los Angeles Clippers,2015-12-21,0,0,Jump Shot,2PT Field Goal,18,6,4.7,"Durant, Kevin",4.7,82.0,1,2016
Jerryd Bayless,Milwaukee Bucks,2015-11-14,1,0,Jump Shot,2PT Field Goal,15,16,14.4,"Dellavedova, Matthew",5.8,75.0,1,2016
Chris Bosh,Miami Heat,2015-12-22,0,0,Jump Shot,2PT Field Goal,21,0,1.1,"Drummond, Andre",9.9,82.0,1,2016
Dwyane Wade,Miami Heat,2015-12-22,2,0,Jump Shot,2PT Field Goal,11,4,4.7,"Jackson, Reggie",3.6,75.0,1,2016
Kobe Bryant,Los Angeles Lakers,2015-12-02,30,1,Jump Shot,2PT Field Goal,16,20,19.4,"Beal, Bradley",4.0,75.0,1,2016
Lou Williams,Los Angeles Lakers,2015-11-11,1,0,Jump Shot,2PT Field Goal,20,10,10.9,"Payton, Elfrid",3.3,75.0,1,2016
Jimmy Butler,Chicago Bulls,2015-11-13,5,1,Jump Shot,2PT Field Goal,20,0,2.2,"Batum, Nicolas",4.6,81.0,1,2016
Kelly Olynyk,Boston Celtics,2015-12-11,0,0,Jump Shot,2PT Field Goal,21,0,0.6,"Curry, Stephen",2.5,75.0,1,2016
Ish Smith,Philadelphia 76ers,2016-01-18,13,1,Jump Shot,2PT Field Goal,21,22,19.9,"Calderon, Jose",5.2,75.0,1,2016
Jordan Hill,Indiana Pacers,2015-11-06,8,0,Jump Shot,2PT Field Goal,19,0,0.9,"Whiteside, Hassan",5.8,84.0,1,2016
Tony Parker,San Antonio Spurs,2016-01-08,15,0,Jump Shot,2PT Field Goal,20,3,2.6,"Galloway, Langston",5.4,73.0,1,2016
Kevin Martin,Minnesota Timberwolves,2015-12-09,9,0,Jump Shot,2PT Field Goal,19,3,3.5,"Williams, Lou",3.7,73.0,1,2016
John Wall,Washington Wizards,2015-12-11,22,0,Jump Shot,2PT Field Goal,20,7,8.0,"Davis, Anthony",5.5,82.0,1,2016
Timofey Mozgov,Cleveland Cavaliers,2015-11-17,23,0,Jump Shot,2PT Field Goal,11,0,1.5,"Drummond, Andre",5.3,82.0,1,2016
Derrick Rose,Chicago Bulls,2015-10-27,10,0,Jump Shot,2PT Field Goal,20,2,2.5,"Love, Kevin",4.0,80.0,1,2016
Deron Williams,Dallas Mavericks,2016-01-08,0,0,Jump Shot,2PT Field Goal,14,0,1.9,"Carter-Williams, Michael",3.6,77.0,1,2016
Stephen Curry,Golden State Warriors,2015-12-11,23,0,Jump Shot,2PT Field Goal,17,0,0.6,"Bradley, Avery",3.3,75.0,1,2016
Ish Smith,Philadelphia 76ers,2015-12-28,1,0,Jump Shot,2PT Field Goal,10,10,12.6,"Hood, Rodney",5.5,80.0,1,2016
Kawhi Leonard,San Antonio Spurs,2015-11-04,27,0,Jump Shot,2PT Field Goal,20,2,2.4,"Wall, John",5.0,76.0,1,2016
Monta Ellis,Indiana Pacers,2016-01-08,20,0,Jump Shot,2PT Field Goal,21,20,17.8,"Gordon, Eric",4.1,75.0,1,2016
Chris Paul,Los Angeles Clippers,2016-01-18,3,0,Jump Shot,2PT Field Goal,19,5,4.6,"Harden, James",3.4,77.0,1,2016
Mike Conley,Memphis Grizzlies,2015-12-29,5,0,Pullup Jump shot,2PT Field Goal,13,11,9.3,"Dragic, Goran",5.2,75.0,1,2016
Paul Millsap,Atlanta Hawks,2015-11-15,1,0,Pullup Jump shot,2PT Field Goal,16,1,1.5,"Gobert, Rudy",8.8,85.0,1,2016
Klay Thompson,Golden State Warriors,2015-12-05,21,0,Pullup Jump shot,2PT Field Goal,13,4,5.0,"Patterson, Patrick",4.3,80.0,1,2016
Deron Williams,Dallas Mavericks,2015-11-22,18,0,Pullup Jump shot,2PT Field Goal,17,4,3.2,"Ibaka, Serge",5.2,84.0,1,2016
Kevin Durant,Oklahoma City Thunder,2015-12-06,23,1,Pullup Jump shot,2PT Field Goal,19,3,4.0,"Koufos, Kosta",3.0,84.0,1,2016
Russell Westbrook,Oklahoma City Thunder,2015-11-22,24,1,Pullup Jump shot,2PT Field Goal,18,15,15.6,"Pachulia, Zaza",5.1,83.0,1,2016
Chris Bosh,Miami Heat,2016-01-04,3,0,Pullup Jump shot,2PT Field Goal,16,2,2.5,"Mahinmi, Ian",2.5,83.0,1,2016
Monta Ellis,Indiana Pacers,2016-01-10,0,0,Pullup Jump shot,2PT Field Goal,20,3,16.2,"Ariza, Trevor",4.6,80.0,1,2016
DeMar DeRozan,Toronto Raptors,2015-12-17,25,1,Pullup Jump shot,2PT Field Goal,12,11,8.8,"Williams, Marvin",2.7,80.0,1,2016
Russell Westbrook,Oklahoma City Thunder,2015-12-21,29,1,Pullup Jump shot,2PT Field Goal,11,7,6.6,"Paul, Chris",1.2,73.0,1,2016
